"cluster"	"ASV"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"	"BOLD_bin"	"SCFYMN"	"SKVHMG"	"SDD4G5"	"SFKMCD"	"SM6D3B"	"SQYDDG"	"SHLY4A"	"SKA8NJ"	"SASQEH"	"ST2SCC"	"SSJSP9"	"SZCD49"	"SK91LD"	"SQ1CGZ"	"SZNYJX"	"S6TGBG"	"SCECHR"	"SUNVYF"	"SWKRGL"	"SGZUHD"	"SUXVVU"	"SSY7BM"	"SNYBEM"	"SQQBCH"	"SUTTXP"	"S8APX1"	"SLWUQ2"	"S5MEZA"	"SY34ZS"	"STHFJP"	"SKYQAL"	"SIRUBH"	"SCNXZK"	"SUXEKB"	"SQVR9H"	"SIUQ3G"	"SG3CB2"	"SBWPUY"	"SC1YIM"	"SACBBR"
"Diapriidae_cluster15"	"2dc68aaffcc4578bbaeb91966ab9896c"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"Diapriidae_X"	"Diapriidae_XX"	"BOLD:ADV6121"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diapriidae_cluster152"	"5cac5c6faa6a416bcff2a845b0eece67"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"Diapriidae_X"	"Diapriidae_XX"	"BOLD:ADM4620"	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diapriidae_cluster157"	"15cfffafd8a5b414aef3d992f8a4018d"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"Diapriidae_X"	"Diapriidae_XX"	"BOLD:AAU9388"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diapriidae_cluster16"	"dd552350609f19082a47cd316224217d"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"Zygota"	"Zygota groenlandicus"	"BOLD:AAI8609"	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diapriidae_cluster160"	"31c9b89907e5f31320f975e1bebba818"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"Zygota"	"Zygota_X"	"BOLD:ACI4376"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0
"Diapriidae_cluster161"	"648d2e61cfee0abc0a024508e109a23d"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"Diapriidae_X"	"Diapriidae_XX"	"BOLD:AAJ8191"	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diapriidae_cluster162"	"cc7d820213480657278d13f6f3689428"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"unclassified.Diapriidae"	"unclassified.Diapriidae"	"unclassified.Diapriidae"	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diapriidae_cluster165"	"47d7cb6ea2f350a78592cd6fbba4486b"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"Pantolyta"	"Pantolyta_X"	"BOLD:AEK6077"	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diapriidae_cluster166"	"a092a5601d1dcc8d278173cd98af2d65"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"Pantoclis"	"Pantoclis similis"	"BOLD:ACC4369"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0
"Diapriidae_cluster17"	"07f5c076d6df04d69d28ca3e08d203a0"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"Diapriidae_X"	"Diapriidae_XX"	"BOLD:AAN7632"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diapriidae_cluster172"	"2f537732165ea6fba41bfa26a43b4f5f"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"Diapriidae_X"	"Diapriidae_XX"	"BOLD:ACC1838"	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diapriidae_cluster174"	"fe3ffedcc7b952429ddcbe7e996dfcd7"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"Diapriidae_X"	"Diapriidae_XX"	"BOLD:ACR7790"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diapriidae_cluster175"	"6d23f0376ac1d0ddbf25e50d8fcdf5e2"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"Diapriidae_X"	"Diapriidae_XX"	"BOLD:ACC4412"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diapriidae_cluster18"	"c21de11f92db65ba3fea32c78f2573b4"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"Aclista"	"Aclista alticollis"	"BOLD:ACE0564"	0	0	0	0	0	0	0	0	0	0	231	0	204	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diapriidae_cluster180"	"6401a600c717fa16678765f9ba4ebe8e"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"Acropiesta"	"Acropiesta_X"	"BOLD:AEH3144"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diapriidae_cluster181"	"e9e18f137aa601a3f0586b0f7375a0bb"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"unclassified.Diapriidae"	"unclassified.Diapriidae"	"unclassified.Diapriidae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diapriidae_cluster183"	"f1f1e51648d90bba2e551097bed09725"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"Aclista"	"Aclista_X"	"BOLD:ACU2552"	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diapriidae_cluster189"	"3001cde86e5a5601830c781e054907f6"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"Diapriidae_X"	"Diapriidae_XX"	"unclassified.Diapriidae_XX"	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diapriidae_cluster19"	"1e80e8209b405b991c38655aa24aa1ce"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"Diapriidae_X"	"Diapriidae_XX"	"unclassified.Diapriidae_XX"	0	0	0	0	0	0	214	0	0	38	1489	0	12	0	0	0	0	332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0
"Diapriidae_cluster190"	"6e24aea5224a845f23a1c6f3b57f8a1a"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"unclassified.Diapriidae"	"unclassified.Diapriidae"	"unclassified.Diapriidae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diapriidae_cluster191"	"95590f931d4b25edf4b1672e3d3607eb"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"unclassified.Diapriidae"	"unclassified.Diapriidae"	"unclassified.Diapriidae"	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diapriidae_cluster192"	"998d4e4e5235dc20ba8a187444fdf495"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"Diapriidae_X"	"Diapriidae_XX"	"BOLD:ADU9017"	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diapriidae_cluster196"	"fedc83326f9515a80cba32418ae91a06"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"Diapriidae_X"	"Diapriidae_XX"	"BOLD:AAU9864"	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diapriidae_cluster198"	"54bb789a00390cc0d9231a04e7c710bd"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"Diapriidae_X"	"Diapriidae_XX"	"unclassified.Diapriidae_XX"	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diapriidae_cluster2"	"4ac7b8e30023aa5c2a4dac5e58c7a25c"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"Aclista"	"Aclista analis"	"BOLD:ACG3883"	0	0	0	0	0	0	0	0	0	661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diapriidae_cluster20"	"1e5f8c0d4911f4859792f1d491040355"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"Diapriidae_X"	"Diapriidae_XX"	"BOLD:AEJ6743"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	44	0	0	0	16	0	0	0	0	0	0	0
"Diapriidae_cluster202"	"ac29dfafc5448636f51f6ed52a186dc0"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"unclassified.Diapriidae"	"unclassified.Diapriidae"	"unclassified.Diapriidae"	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diapriidae_cluster203"	"e785763187a043f5564fab7cdb7579eb"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"Diapriidae_X"	"Diapriidae_XX"	"BOLD:ABY3603"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diapriidae_cluster204"	"0a96a9884887a84b01717520a10d9bf3"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"Aclista"	"Aclista_X"	"unclassified.Aclista_X"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diapriidae_cluster207"	"0faae1d55bea9f6c6bfccbd55333c721"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"unclassified.Diapriidae"	"unclassified.Diapriidae"	"unclassified.Diapriidae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0
"Diapriidae_cluster21"	"c8800eed5831fdc2e444da9dfee6da1b"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"Diapriidae_X"	"Diapriidae_XX"	"unclassified.Diapriidae_XX"	0	0	0	0	0	0	146	0	0	0	207	0	31	0	0	36	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diapriidae_cluster215"	"21b5d711401e74f4242b0b0fc335f331"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"Belyta"	"Belyta validicornis"	"BOLD:AAU8736"	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diapriidae_cluster216"	"d3dd698e8ac1c942879d7650a2326643"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"unclassified.Diapriidae"	"unclassified.Diapriidae"	"unclassified.Diapriidae"	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diapriidae_cluster22"	"a1c7852b292bbab2cd61f50feeef8a4d"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"Diapriidae_X"	"Diapriidae_XX"	"BOLD:AAU9080"	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diapriidae_cluster220"	"a16458fc4a606c7e3d85c902dd402d89"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"Diapriidae_X"	"Diapriidae_XX"	"unclassified.Diapriidae_XX"	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diapriidae_cluster223"	"d81e756fb1cabecd6b98e88cd863e401"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"unclassified.Diapriidae"	"unclassified.Diapriidae"	"unclassified.Diapriidae"	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diapriidae_cluster229"	"b02517af28ceddcbf4dca6b58f7ea05c"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"Diapriidae_X"	"Diapriidae_XX"	"unclassified.Diapriidae_XX"	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diapriidae_cluster232"	"19d94e2532da1c3637ae92cabf0ef961"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"Diapriidae_X"	"Diapriidae_XX"	"BOLD:AAU8345"	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diapriidae_cluster236"	"6f07c09269b48915b6d801efd6130cf4"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"Diapriidae_X"	"Diapriidae_XX"	"unclassified.Diapriidae_XX"	0	0	0	0	0	0	12	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diapriidae_cluster238"	"222c8d77a55d90b621c00749e7fdeb12"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"Diapriidae_X"	"Diapriidae_XX"	"unclassified.Diapriidae_XX"	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diapriidae_cluster24"	"89b647817b129a6c13992616e5502049"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"Diapriidae_X"	"Diapriidae_XX"	"BOLD:ACT6058"	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diapriidae_cluster241"	"35b5d34b6fa6f2d8d57f1930cfdaa5dc"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"Diapriidae_X"	"Diapriidae_XX"	"BOLD:ACT9556"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diapriidae_cluster243"	"2333f99e44113c08d3eab779959a3c73"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"Diapriidae_X"	"Diapriidae_XX"	"unclassified.Diapriidae_XX"	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diapriidae_cluster246"	"2e1ffe9b9bb3cbdc62f106d450b3429c"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"Basalys"	"Basalys_X"	"BOLD:ABW3139"	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diapriidae_cluster253"	"251dbed699b760c80ee6c3789519b22d"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"Diapriidae_X"	"Diapriidae_XX"	"unclassified.Diapriidae_XX"	0	0	0	0	0	8	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diapriidae_cluster26"	"3c21569d02c81e926fd7731840d5c150"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"Diapriidae_X"	"Diapriidae_XX"	"BOLD:ACC4346"	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diapriidae_cluster261"	"ce92e19d1e319b98c0e0e7b5d91a4e3a"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"Belyta"	"Belyta depressa"	"BOLD:ACP7578"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diapriidae_cluster266"	"6a40016ddd22ac955036cdf9516e9fc0"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"Diapriidae_X"	"Diapriidae_XX"	"unclassified.Diapriidae_XX"	0	0	0	0	0	0	0	0	0	4	43	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0
"Diapriidae_cluster27"	"4d4a10822f914795a821ff5adf8c37b5"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"unclassified.Diapriidae"	"unclassified.Diapriidae"	"unclassified.Diapriidae"	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diapriidae_cluster275"	"b33578c77e847c78b66c853f60bb459d"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"Diapriidae_X"	"Diapriidae_XX"	"BOLD:AAG5113"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diapriidae_cluster278"	"2190eaae9b9375366b338e06c59296fb"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"unclassified.Diapriidae"	"unclassified.Diapriidae"	"unclassified.Diapriidae"	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diapriidae_cluster28"	"e1970b28107f6dd7373110bcf15898f7"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"Paroxylabis"	"Paroxylabis spinifer"	"BOLD:ACE0017"	6	0	0	0	0	0	60	0	0	0	0	0	16	0	0	0	0	30	0	0	0	5	0	0	0	0	6	0	0	0	0	0	0	30	0	0	0	11	0	0
"Diapriidae_cluster281"	"d1111d43aba4994469c28f6a0247982f"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"unclassified.Diapriidae"	"unclassified.Diapriidae"	"unclassified.Diapriidae"	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diapriidae_cluster29"	"f3599b72f83cb9a05e1633f083d8c565"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"Acropiesta"	"Acropiesta rufiventis"	"BOLD:ACC0804"	0	29	6	0	0	0	15	0	0	0	20	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diapriidae_cluster3"	"b1e0455de91e00e249e3698eb494a91f"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"Diapriidae_X"	"Diapriidae_XX"	"BOLD:ADI3435"	20	0	61	4	0	242	113	1910	6	0	0	0	16	134	0	0	0	0	0	110	0	61	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diapriidae_cluster302"	"d4c78c1895aeb143a0526ec47be129b8"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"Diapriidae_X"	"Diapriidae_XX"	"BOLD:ACD3913"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diapriidae_cluster31"	"ec802566e984d7bc65ed1e404f0d44b9"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"Diapriidae_X"	"Diapriidae_XX"	"unclassified.Diapriidae_XX"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diapriidae_cluster317"	"6b3e4c90eb8c4c176fe0116b6ee37203"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"unclassified.Diapriidae"	"unclassified.Diapriidae"	"unclassified.Diapriidae"	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diapriidae_cluster32"	"94522bf7d25c74fee564ccf239b77a7d"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"Diapriidae_X"	"Diapriidae_XX"	"unclassified.Diapriidae_XX"	0	0	0	0	0	0	0	0	0	3102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diapriidae_cluster323"	"c6d3d5ac12a227d2b05a4e010fed3007"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"unclassified.Diapriidae"	"unclassified.Diapriidae"	"unclassified.Diapriidae"	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diapriidae_cluster324"	"d33e790ac56992658349009739352766"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"Diapriidae_X"	"Diapriidae_XX"	"unclassified.Diapriidae_XX"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diapriidae_cluster325"	"1ffdf84b9fca2b546d803e52ae225514"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"unclassified.Diapriidae"	"unclassified.Diapriidae"	"unclassified.Diapriidae"	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diapriidae_cluster33"	"2f5a490926c88a0662d343aa06e4d155"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"unclassified.Diapriidae"	"unclassified.Diapriidae"	"unclassified.Diapriidae"	0	0	0	0	0	0	43	0	0	0	62	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diapriidae_cluster338"	"05d74e38f8339218d8afcd7e4014f826"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"Diapriidae_X"	"Diapriidae_XX"	"unclassified.Diapriidae_XX"	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diapriidae_cluster34"	"2dbc55364aa4996a82e8e5cc6a952ec2"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"Diapriidae_X"	"Diapriidae_XX"	"unclassified.Diapriidae_XX"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diapriidae_cluster344"	"12120368ae20e0c8dce852b25b1cb15e"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"Diapriidae_X"	"Diapriidae_XX"	"unclassified.Diapriidae_XX"	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diapriidae_cluster35"	"67667395884e0de83c893875bba6627c"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"Ismarus"	"Ismarus rugulosus"	"BOLD:ACM9864"	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Diapriidae_cluster350"	"e6c6533bf7e5ee979903fb8a2c1f3424"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Diapriidae"	"Diapriidae_X"	"Diapriidae_XX"	"unclassified.Diapriidae_XX"	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
