"cluster"	"ASV"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"SCFYMN"	"SKVHMG"	"SDD4G5"	"SFKMCD"	"SM6D3B"	"SQYDDG"	"SHLY4A"	"SKA8NJ"	"SASQEH"	"ST2SCC"	"SSJSP9"	"SZCD49"	"SK91LD"	"SQ1CGZ"	"SZNYJX"	"S6TGBG"	"SCECHR"	"SUNVYF"	"SWKRGL"	"SGZUHD"	"SUXVVU"	"SSY7BM"	"SNYBEM"	"SQQBCH"	"SUTTXP"	"S8APX1"	"SLWUQ2"	"S5MEZA"	"SY34ZS"	"STHFJP"	"SKYQAL"	"SIRUBH"	"SCNXZK"	"SUXEKB"	"SQVR9H"	"SIUQ3G"	"SG3CB2"	"SBWPUY"	"SC1YIM"	"SACBBR"
"Onchocercidae_cluster2"	"7eaeca54428e4384bebae22c90fea678"	"Animalia"	"Nematoda"	"Chromadorea"	"Rhabditida"	"Onchocercidae"	"unclassified.Onchocercidae"	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Oppiidae_cluster3"	"639b27b10308947902cc044c4adbf392"	"Animalia"	"Arthropoda"	"Arachnida"	"Sarcoptiformes"	"Oppiidae"	"Rhinoppia"	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Oppiidae_cluster7"	"9ed763f14165206b8a40f22bdc967045"	"Animalia"	"Arthropoda"	"Arachnida"	"Sarcoptiformes"	"Oppiidae"	"Oppiella"	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Orchesellidae_cluster1"	"0bdd35046dfc9a64ede82de8dbd86bf6"	"Animalia"	"Arthropoda"	"Collembola"	"Entomobryomorpha"	"Orchesellidae"	"Orchesella"	4980	0	752	0	0	27091	11	0	0	0	141102	0	129393	0	160	0	0	0	0	0	0	34146	0	0	0	17898	729	0	0	0	0	0	0	0	0	0	0	0	0	9744
"Oribatellidae_cluster4"	"330ff34622341287a4e02d99b6d81246"	"Animalia"	"Arthropoda"	"Arachnida"	"Sarcoptiformes"	"Oribatellidae"	"Oribatellidae_X"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Oribatulidae_cluster1"	"33daebefd7195aa0a41e3892657e0153"	"Animalia"	"Arthropoda"	"Arachnida"	"Sarcoptiformes"	"Oribatulidae"	"Oribatulidae_X"	0	6	0	0	0	0	0	0	0	0	88	0	274	0	0	17	0	0	1405	0	0	0	0	10	0	0	0	0	0	0	0	0	0	1022	715	232	339	66	0	0
"Oribatulidae_cluster16"	"13a3158d7cda5ce540136467815f92f0"	"Animalia"	"Arthropoda"	"Arachnida"	"Sarcoptiformes"	"Oribatulidae"	"Phauloppia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0	0
"Oxidae_cluster1"	"ea1470587e643e72749627b61569c153"	"Animalia"	"Arthropoda"	"Arachnida"	"Trombidiformes"	"Oxidae"	"Oxus"	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pallopteridae_cluster1"	"865aa7ee7e63ded43ba9c9b27338791e"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Pallopteridae"	"Toxonevra"	0	0	0	0	0	0	96	0	0	0	167	0	0	0	0	0	0	4034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pallopteridae_cluster2"	"a324aa52b416ba97e02b6411aa1d289f"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Pallopteridae"	"Palloptera"	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Panorpidae_cluster1"	"6a15dc2bb44d6c16a631fae0d616fea7"	"Animalia"	"Arthropoda"	"Insecta"	"Mecoptera"	"Panorpidae"	"Panorpa"	0	0	0	0	0	0	0	44022	0	0	0	0	0	0	0	0	0	0	0	0	0	10108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Paracaeciliidae_cluster1"	"8b4812456ed9c68305b60c5a5f7425f3"	"Animalia"	"Arthropoda"	"Insecta"	"Psocodea"	"Paracaeciliidae"	"Enderleinella"	3856	0	0	0	0	0	768	0	0	0	0	0	4992	0	0	0	0	378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Parasitidae_cluster11"	"68543fd482f6ad994fefa27a8b1af99f"	"Animalia"	"Arthropoda"	"Arachnida"	"Mesostigmata"	"Parasitidae"	"Parasitidae_X"	0	0	0	14	0	1210	0	50	0	0	47	0	6	0	0	0	0	0	0	0	0	41	0	0	3	0	520	0	0	0	0	0	0	0	0	0	0	0	0	0
"Parasitidae_cluster5"	"64aa11d5c3d0ac583e14e751df666b58"	"Animalia"	"Arthropoda"	"Arachnida"	"Mesostigmata"	"Parasitidae"	"Holoparasitus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pediciidae_cluster3"	"0392ae219233afc10afaba6146be09cc"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Pediciidae"	"Tricyphona"	0	0	0	0	0	0	0	0	0	0	0	282	0	168	0	0	3709	0	0	1614	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pediciidae_cluster5"	"63fa0834c6c17275224a19ca680f0476"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Pediciidae"	"Pediciidae_X"	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pentatomidae_cluster1"	"c4920569ea657e98f47069e648670776"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Pentatomidae"	"Pentatoma"	0	0	0	6136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pentatomidae_cluster3"	"ea0f7014f6084fd741378b922764e106"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Pentatomidae"	"Palomena"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Peripsocidae_cluster1"	"67927f4ce0234b85195897d3b4743abf"	"Animalia"	"Arthropoda"	"Insecta"	"Psocodea"	"Peripsocidae"	"Peripsocus"	560	0	18424	0	0	45964	0	0	0	0	0	0	1378	0	0	4	0	0	0	0	0	100169	24127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Peronosporaceae_cluster1"	"21231bc477820cf0cbd196f4fdb0523b"	"Chromista"	"Oomycota"	"Peronosporea"	"Peronosporales"	"Peronosporaceae"	"Peronospora"	0	0	49	53	0	9	0	29	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Peronosporaceae_cluster11"	"d194c40983aee82f8219796ac1be93c7"	"Chromista"	"Oomycota"	"Peronosporea"	"Peronosporales"	"Peronosporaceae"	"Hyaloperonospora"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Peronosporaceae_cluster30"	"9427ec10aeed02060007d418b38d2348"	"Chromista"	"Oomycota"	"Peronosporea"	"Peronosporales"	"Peronosporaceae"	"Bremia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Peronosporaceae_cluster32"	"ffdd8ccbdbab3406e04d35075686a6a9"	"Chromista"	"Oomycota"	"Peronosporea"	"Peronosporales"	"Peronosporaceae"	"unclassified.Peronosporaceae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Phalangiidae_cluster1"	"6f609d328d5e94467684ae50fb7bbcd3"	"Animalia"	"Arthropoda"	"Arachnida"	"Opiliones"	"Phalangiidae"	"Opilio"	0	0	0	0	0	19226	0	1352	0	75056	0	0	0	0	0	0	0	0	0	0	0	4988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Phalangiidae_cluster15"	"0070c3132554611e6731af9b9abda5e0"	"Animalia"	"Arthropoda"	"Arachnida"	"Opiliones"	"Phalangiidae"	"Mitopus"	0	0	0	0	0	0	0	0	2401	0	7336	498	15837	0	0	0	0	2272	0	0	0	2886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Phalangiidae_cluster2"	"d0521440b044d22aedff4f7240609590"	"Animalia"	"Arthropoda"	"Arachnida"	"Opiliones"	"Phalangiidae"	"Rilaena"	0	25811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Phalangiidae_cluster9"	"04a4af806d683c2c25c5738772324c18"	"Animalia"	"Arthropoda"	"Arachnida"	"Opiliones"	"Phalangiidae"	"Phalangium"	0	0	69	2115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Phasianidae_cluster1"	"7dd33bcd114225048afd35f34c386917"	"Animalia"	"Chordata"	"Aves"	"Galliformes"	"Phasianidae"	"Gallus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0
"Philodromidae_cluster1"	"575e45432302669c5c426459cd691352"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Philodromidae"	"Philodromus"	1261	0	0	12809	0	0	0	0	0	0	0	0	0	0	0	345	0	0	0	0	0	0	5744	1284	0	0	449	0	2413	0	0	0	206	4660	0	3419	0	0	54	235
"Philosciidae_cluster1"	"8557592e4b3393c9baa52786f9acddcd"	"Animalia"	"Arthropoda"	"Malacostraca"	"Isopoda"	"Philosciidae"	"Philoscia"	0	0	0	0	0	0	0	9	0	6	0	0	0	0	0	0	0	0	0	0	0	0	563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Philotarsidae_cluster1"	"fc9bd672cc6e5d69a8345d1d52197ad5"	"Animalia"	"Arthropoda"	"Insecta"	"Psocodea"	"Philotarsidae"	"Philotarsus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Phoridae_cluster1"	"11038237ea2608ce023d38a52c835691"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Phoridae"	"Diplonevra"	730	501	212	9978	608	74	1036	4776	0	849	0	0	0	570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Phoridae_cluster100"	"e01ae7eaf840cddbbed9d45bc35d3787"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Phoridae"	"Megaselia"	6013	10231	699	3172	1282	8928	6662	15093	4037	3073	7474	2309	22437	3893	446	416	2910	1809	8349	63357	0	230	7404	6210	3353	2577	529	2446	19659	10449	2739	0	5112	593	0	0	6237	11462	0	0
"Phoridae_cluster109"	"f40bfe5048fbbf6e072e7a0f9af3f8f0"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Phoridae"	"Borophaga"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0
"Phoridae_cluster110"	"69c01558316e83a367758653dbf6a08a"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Phoridae"	"Triphleba"	0	0	13	0	119	0	0	89	101	0	0	0	17	115	0	0	0	0	0	729	0	0	0	0	0	0	0	0	1269	0	0	0	0	0	0	0	0	0	0	0
"Phoridae_cluster117"	"cfb1532e19ceb3da01b670b315ab71e0"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Phoridae"	"Phoridae_X"	110	0	494	12	273	3094	5469	21661	991	13951	1681	216	2790	152	0	41	0	1523	443	869	0	0	0	0	82	0	0	0	0	49	0	218	139	0	0	0	943	0	0	0
"Phoridae_cluster127"	"b7b281df335368cf3fa7faf9253c52b7"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Phoridae"	"unclassified.Phoridae"	231	511	0	0	0	170	1077	0	0	0	4232	26	846	0	0	0	0	615	0	0	0	0	0	0	10	0	20	0	0	0	0	0	0	1450	4270	0	0	0	0	0
"Phoridae_cluster134"	"d14844e6742b502ef6b34411673eeaf2"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Phoridae"	"Phora"	123	12802	0	58	0	3854	2417	22813	0	0	2887	0	47	2566	0	0	2714	1798	0	0	0	830	0	0	5237	0	0	0	0	0	97	0	0	0	0	0	16469	0	0	0
"Phoridae_cluster152"	"8b73efc6bd899e6460ecf39236ef61a8"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Phoridae"	"Conicera"	0	0	0	123	0	2	0	214	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	430	0	0	0	0	0	0	0	0	0	0	0
"Phoridae_cluster165"	"65007534bd11be9b6b42bc96fd69e408"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Phoridae"	"Gymnophora"	0	0	0	190	0	0	98	622	393	0	773	171	789	0	0	0	0	337	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Phoridae_cluster197"	"0e7f884a308ca3a54ecbcba4af6c164c"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Phoridae"	"Metopina"	0	0	106	0	0	765	0	480	0	31	0	0	0	67	425	0	0	0	0	0	119	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Phoridae_cluster219"	"028897697dd40d75e9d04b3abf77bdc8"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Phoridae"	"Phalacrotophora"	0	0	0	0	0	396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Phoridae_cluster83"	"03c5a384b24ba30de94716e2849b5e5d"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Phoridae"	"Anevrina"	0	0	0	0	0	0	9	0	0	0	0	0	319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Phytoseiidae_cluster10"	"4c742926ef7d8dc3b0d545080cd6a6b2"	"Animalia"	"Arthropoda"	"Arachnida"	"Mesostigmata"	"Phytoseiidae"	"Typhlodromus"	0	0	22	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Phytoseiidae_cluster13"	"4a78ffa047826d8fd5d369279784382b"	"Animalia"	"Arthropoda"	"Arachnida"	"Mesostigmata"	"Phytoseiidae"	"Phytoseiidae_X"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Phytoseiidae_cluster5"	"51e0c0e525ff64c1d1d9537ab0f359e8"	"Animalia"	"Arthropoda"	"Arachnida"	"Mesostigmata"	"Phytoseiidae"	"Euseius"	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pieridae_cluster4"	"ab817258e895263198e65f1f90f8ae8e"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Pieridae"	"Pieris"	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Piesmatidae_cluster1"	"92c24b480058370c06cda55eb0ca783c"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Piesmatidae"	"Piesma"	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pionidae_cluster4"	"19a1861bc5de1e0ed1ef6f7ce3c2fde2"	"Animalia"	"Arthropoda"	"Arachnida"	"Trombidiformes"	"Pionidae"	"Piona"	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Piophilidae_cluster1"	"191267a6c88dbe0818d08ff4c2b96dbf"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Piophilidae"	"Amphipogon"	0	0	0	0	0	0	34977	0	0	0	35618	32	0	0	0	0	0	68699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Piophilidae_cluster3"	"b697c47ae2c953e137dac71fe9016851"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Piophilidae"	"Piophilidae_X"	0	0	0	0	0	0	0	0	0	0	0	19	0	1592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pipunculidae_cluster1"	"f9ac92ae66f024a4e70e1c4fc8eda0a5"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Pipunculidae"	"Pipunculus"	0	0	0	0	0	0	0	1212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pipunculidae_cluster10"	"ee7b8d441bdba4c005b2bae2a78d7216"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Pipunculidae"	"Eudorylas"	0	0	0	0	0	0	0	379	0	0	0	0	0	1737	0	0	0	52	0	0	0	0	0	0	2553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pipunculidae_cluster11"	"435030554abded8754391e7e57989a26"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Pipunculidae"	"Tomosvaryella"	0	0	0	30	0	0	0	4756	0	0	0	18	0	1062	0	0	0	0	0	1420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pipunculidae_cluster14"	"905774d38c249a27d88a77b6b5bd08be"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Pipunculidae"	"Chalarus"	0	0	0	0	0	126	0	564	0	8	0	0	0	2344	0	0	0	43	0	0	0	3	0	0	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pipunculidae_cluster15"	"027de571e57aeca195665f6556e0a2c5"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Pipunculidae"	"Semicephalops"	0	0	107	0	0	229	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pipunculidae_cluster16"	"4a3a4496f6552add17e02e828e83dd7c"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Pipunculidae"	"Jassidophaga"	0	0	0	0	89	523	0	0	0	0	0	0	56	0	0	0	87	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pipunculidae_cluster19"	"1508c39c7d1b2d6280cf1d4f0a0e1185"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Pipunculidae"	"Dasydorylas"	0	0	828	0	0	0	0	1307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pipunculidae_cluster2"	"933d851663a36d63c7fac7a724e66745"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Pipunculidae"	"Nephrocerus"	0	0	0	0	0	0	0	0	0	0	0	0	0	4633	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pipunculidae_cluster34"	"5e97623449e02c2454786f839dbf4847"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Pipunculidae"	"Clistoabdominalis"	0	0	0	0	0	0	0	426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pipunculidae_cluster6"	"260766c6968d1a115d1f6002ea4877b7"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Pipunculidae"	"Dorylomorpha"	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pipunculidae_cluster9"	"0eb44419bc3326ae4780f4c4343bb84e"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Pipunculidae"	"Cephalops"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pisauridae_cluster1"	"ca1d5d256fe6dfe2868b5589d7b2a1eb"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Pisauridae"	"Pisaura"	0	0	0	0	0	0	0	1648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Platygastridae_cluster1"	"855b4dea4c333dc7c60b5a61c14ea6e6"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Platygastridae"	"Platygastridae_X"	422	474	75	189	14	132	570	870	0	130	1045	68	263	41	17	64	155	1980	73	484	0	4	1389	0	8	2	36	54	350	0	103	333	46	28	0	0	0	0	0	0
"Platygastridae_cluster111"	"e4333c9d6eed1c5da816541f027e403f"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Platygastridae"	"Platygaster"	0	0	6	0	0	0	15	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Platygastridae_cluster123"	"b226ea27f6f0233f924018409b9bc5ba"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Platygastridae"	"unclassified.Platygastridae"	0	0	0	0	0	0	10	82	0	0	0	0	11	34	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Platygastridae_cluster164"	"72abca540d52435b03ca80b2c906ea5f"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Platygastridae"	"Synopeas"	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0
"Platygastridae_cluster191"	"99a4a324bb7f4b1c8c2ce16371d87bcb"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Platygastridae"	"Leptacis"	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Plutellidae_cluster1"	"087f44176622633b011d54a72c4c9a4f"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Plutellidae"	"Plutella"	1313	12215	2663	896	5838	2568	0	5058	70	2339	0	0	0	930	0	10	0	0	0	0	99039	1326	0	0	4209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Plutellidae_cluster2"	"1c6e00360fdba6f3fbc6b3d7a534c3cc"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Plutellidae"	"Ypsolophus"	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Polleniidae_cluster1"	"c985f47e2cda6cf87c766156110fef0e"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Polleniidae"	"Pollenia"	14500	0	18	0	0	0	0	81	0	772	0	0	0	153	6988	2	0	0	60	0	0	0	0	14445	4	41724	13604	21271	157287	151013	2215	75011	4116	76323	72129	0	0	16810	95550	15812
"Polycentropodidae_cluster1"	"88aa2fa878284ed2d69ce55d730f79cb"	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Polycentropodidae"	"Plectrocnemia"	0	0	0	0	0	0	0	0	0	0	2109	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Polycentropodidae_cluster4"	"3abcaaee03c88aca8089cc9268f00019"	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Polycentropodidae"	"Holocentropus"	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Polyxenidae_cluster2"	"007b43777f07d7073b0387d16a80d026"	"Animalia"	"Arthropoda"	"Diplopoda"	"Polyxenida"	"Polyxenidae"	"Polyxenus"	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pompilidae_cluster1"	"e0970774acd387646a15ee0f52eca0ad"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Pompilidae"	"Dipogon"	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pompilidae_cluster18"	"d726326561a11393593e1ae07a89fd41"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Pompilidae"	"Auplopus"	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pompilidae_cluster3"	"859248a81a931f341b978845383c542d"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Pompilidae"	"Agenioideus"	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Porcellionidae_cluster1"	"b0fc3abc5e419c54288f2c4966ee38d5"	"Animalia"	"Arthropoda"	"Malacostraca"	"Isopoda"	"Porcellionidae"	"Porcellio"	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Proctotrupidae_cluster1"	"e2d389a9b3e03dd9c84d6c63e728693c"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Proctotrupidae"	"Phaneroserphus"	0	0	0	0	0	62	255	1014	0	604	0	0	12	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
