"Genus"	"Phylum"	"Class"	"Order"	"Family"	"variable"	"present"	"cluster"	"ASV"	"Kingdom"	"reads"
"Orchesella"	"Arthropoda"	"Collembola"	"Entomobryomorpha"	"Orchesellidae"	"SLWUQ2"	0	"Orchesellidae_cluster1"	"0bdd35046dfc9a64ede82de8dbd86bf6"	"Animalia"	729
"Orchesella"	"Arthropoda"	"Collembola"	"Entomobryomorpha"	"Orchesellidae"	"SQYDDG"	1	"Orchesellidae_cluster1"	"0bdd35046dfc9a64ede82de8dbd86bf6"	"Animalia"	27091
"Orchesella"	"Arthropoda"	"Collembola"	"Entomobryomorpha"	"Orchesellidae"	"SSJSP9"	1	"Orchesellidae_cluster1"	"0bdd35046dfc9a64ede82de8dbd86bf6"	"Animalia"	141102
"Orchesella"	"Arthropoda"	"Collembola"	"Entomobryomorpha"	"Orchesellidae"	"SSY7BM"	1	"Orchesellidae_cluster1"	"0bdd35046dfc9a64ede82de8dbd86bf6"	"Animalia"	34146
"Orchesella"	"Arthropoda"	"Collembola"	"Entomobryomorpha"	"Orchesellidae"	"SZNYJX"	0	"Orchesellidae_cluster1"	"0bdd35046dfc9a64ede82de8dbd86bf6"	"Animalia"	160
"Pararge"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Nymphalidae"	"SM6D3B"	0	"Nymphalidae_cluster2"	"42cb547e68571d92ad488b692a108b3a"	"Animalia"	466
"Pararge"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Nymphalidae"	"SUTTXP"	1	"Nymphalidae_cluster2"	"42cb547e68571d92ad488b692a108b3a"	"Animalia"	1606
"Paykullia"	"Arthropoda"	"Insecta"	"Diptera"	"Rhinophoridae"	"SDD4G5"	1	"Rhinophoridae_cluster5"	"1926315dfcf118ad2728e3d53403e055"	"Animalia"	307
"Paykullia"	"Arthropoda"	"Insecta"	"Diptera"	"Rhinophoridae"	"SQYDDG"	0	"Rhinophoridae_cluster5"	"1926315dfcf118ad2728e3d53403e055"	"Animalia"	10
"Paykullia"	"Arthropoda"	"Insecta"	"Diptera"	"Rhinophoridae"	"ST2SCC"	1	"Rhinophoridae_cluster5"	"1926315dfcf118ad2728e3d53403e055"	"Animalia"	2311
"Pemphredon"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Crabronidae"	"SFKMCD"	0	"Crabronidae_cluster30"	"d0007c827551af1bad3713d64774f8e9"	"Animalia"	3
"Pemphredon"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Crabronidae"	"SKA8NJ"	0	"Crabronidae_cluster30"	"d0007c827551af1bad3713d64774f8e9"	"Animalia"	4
"Pemphredon"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Crabronidae"	"SSJSP9"	0	"Crabronidae_cluster30"	"d0007c827551af1bad3713d64774f8e9"	"Animalia"	4
"Pemphredon"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Crabronidae"	"SSY7BM"	1	"Crabronidae_cluster30"	"d0007c827551af1bad3713d64774f8e9"	"Animalia"	3
"Philaenus"	"Arthropoda"	"Insecta"	"Hemiptera"	"Aphrophoridae"	"SHLY4A"	1	"Aphrophoridae_cluster1"	"1d51dc7258ee5af11dc556a08706dc35"	"Animalia"	911
"Philaenus"	"Arthropoda"	"Insecta"	"Hemiptera"	"Aphrophoridae"	"SK91LD"	1	"Aphrophoridae_cluster1"	"1d51dc7258ee5af11dc556a08706dc35"	"Animalia"	7884
"Pieris"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Pieridae"	"SKA8NJ"	1	"Pieridae_cluster4"	"ab817258e895263198e65f1f90f8ae8e"	"Animalia"	163
"Platycheirus"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"SFKMCD"	0	"Syrphidae_cluster119"	"a21d1d780c4b3d35e60ecfd6dca13cba"	"Animalia"	1774
"Platycheirus"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"SHLY4A"	0	"Syrphidae_cluster119"	"a21d1d780c4b3d35e60ecfd6dca13cba"	"Animalia"	59
"Platycheirus"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"SKA8NJ"	0	"Syrphidae_cluster119"	"a21d1d780c4b3d35e60ecfd6dca13cba"	"Animalia"	10660
"Platycheirus"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"SM6D3B"	0	"Syrphidae_cluster119"	"a21d1d780c4b3d35e60ecfd6dca13cba"	"Animalia"	822
"Platycheirus"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"SQ1CGZ"	0	"Syrphidae_cluster119"	"a21d1d780c4b3d35e60ecfd6dca13cba"	"Animalia"	1467
"Platycheirus"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"SUTTXP"	1	"Syrphidae_cluster119"	"a21d1d780c4b3d35e60ecfd6dca13cba"	"Animalia"	1464
"Platycheirus"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"SZCD49"	0	"Syrphidae_cluster119"	"a21d1d780c4b3d35e60ecfd6dca13cba"	"Animalia"	369
"Plectrocnemia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Polycentropodidae"	"SSJSP9"	1	"Polycentropodidae_cluster1"	"88aa2fa878284ed2d69ce55d730f79cb"	"Animalia"	2109
"Plectrocnemia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Polycentropodidae"	"SZCD49"	1	"Polycentropodidae_cluster1"	"88aa2fa878284ed2d69ce55d730f79cb"	"Animalia"	28
"Plutella"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Plutellidae"	"S6TGBG"	0	"Plutellidae_cluster1"	"087f44176622633b011d54a72c4c9a4f"	"Animalia"	10
"Plutella"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Plutellidae"	"SASQEH"	0	"Plutellidae_cluster1"	"087f44176622633b011d54a72c4c9a4f"	"Animalia"	70
"Plutella"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Plutellidae"	"SCFYMN"	0	"Plutellidae_cluster1"	"087f44176622633b011d54a72c4c9a4f"	"Animalia"	1313
"Plutella"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Plutellidae"	"SDD4G5"	1	"Plutellidae_cluster1"	"087f44176622633b011d54a72c4c9a4f"	"Animalia"	2663
"Plutella"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Plutellidae"	"SFKMCD"	0	"Plutellidae_cluster1"	"087f44176622633b011d54a72c4c9a4f"	"Animalia"	896
"Plutella"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Plutellidae"	"SKA8NJ"	0	"Plutellidae_cluster1"	"087f44176622633b011d54a72c4c9a4f"	"Animalia"	5058
"Plutella"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Plutellidae"	"SKVHMG"	1	"Plutellidae_cluster1"	"087f44176622633b011d54a72c4c9a4f"	"Animalia"	12215
"Plutella"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Plutellidae"	"SM6D3B"	1	"Plutellidae_cluster1"	"087f44176622633b011d54a72c4c9a4f"	"Animalia"	5838
"Plutella"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Plutellidae"	"SQ1CGZ"	0	"Plutellidae_cluster1"	"087f44176622633b011d54a72c4c9a4f"	"Animalia"	930
"Plutella"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Plutellidae"	"SQYDDG"	1	"Plutellidae_cluster1"	"087f44176622633b011d54a72c4c9a4f"	"Animalia"	2568
"Plutella"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Plutellidae"	"SSY7BM"	0	"Plutellidae_cluster1"	"087f44176622633b011d54a72c4c9a4f"	"Animalia"	1326
"Plutella"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Plutellidae"	"ST2SCC"	0	"Plutellidae_cluster1"	"087f44176622633b011d54a72c4c9a4f"	"Animalia"	2339
"Plutella"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Plutellidae"	"SUTTXP"	1	"Plutellidae_cluster1"	"087f44176622633b011d54a72c4c9a4f"	"Animalia"	4209
"Plutella"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Plutellidae"	"SUXVVU"	1	"Plutellidae_cluster1"	"087f44176622633b011d54a72c4c9a4f"	"Animalia"	99039
"Polietes"	"Arthropoda"	"Insecta"	"Diptera"	"Muscidae"	"SK91LD"	0	"Muscidae_cluster28"	"283789fc5df13346b7471097d52ec08f"	"Animalia"	2186
"Polietes"	"Arthropoda"	"Insecta"	"Diptera"	"Muscidae"	"SM6D3B"	0	"Muscidae_cluster28"	"283789fc5df13346b7471097d52ec08f"	"Animalia"	70987
"Polietes"	"Arthropoda"	"Insecta"	"Diptera"	"Muscidae"	"SQ1CGZ"	0	"Muscidae_cluster28"	"283789fc5df13346b7471097d52ec08f"	"Animalia"	159
"Polietes"	"Arthropoda"	"Insecta"	"Diptera"	"Muscidae"	"SSJSP9"	0	"Muscidae_cluster28"	"283789fc5df13346b7471097d52ec08f"	"Animalia"	854
"Pollenia"	"Arthropoda"	"Insecta"	"Diptera"	"Polleniidae"	"S5MEZA"	1	"Polleniidae_cluster1"	"c985f47e2cda6cf87c766156110fef0e"	"Animalia"	21271
"Pollenia"	"Arthropoda"	"Insecta"	"Diptera"	"Polleniidae"	"S6TGBG"	0	"Polleniidae_cluster1"	"c985f47e2cda6cf87c766156110fef0e"	"Animalia"	2
"Pollenia"	"Arthropoda"	"Insecta"	"Diptera"	"Polleniidae"	"S8APX1"	0	"Polleniidae_cluster1"	"c985f47e2cda6cf87c766156110fef0e"	"Animalia"	41724
"Pollenia"	"Arthropoda"	"Insecta"	"Diptera"	"Polleniidae"	"SACBBR"	1	"Polleniidae_cluster1"	"c985f47e2cda6cf87c766156110fef0e"	"Animalia"	15812
"Pollenia"	"Arthropoda"	"Insecta"	"Diptera"	"Polleniidae"	"SBWPUY"	1	"Polleniidae_cluster1"	"c985f47e2cda6cf87c766156110fef0e"	"Animalia"	16810
"Pollenia"	"Arthropoda"	"Insecta"	"Diptera"	"Polleniidae"	"SC1YIM"	1	"Polleniidae_cluster1"	"c985f47e2cda6cf87c766156110fef0e"	"Animalia"	95550
"Pollenia"	"Arthropoda"	"Insecta"	"Diptera"	"Polleniidae"	"SCFYMN"	1	"Polleniidae_cluster1"	"c985f47e2cda6cf87c766156110fef0e"	"Animalia"	14500
"Pollenia"	"Arthropoda"	"Insecta"	"Diptera"	"Polleniidae"	"SCNXZK"	1	"Polleniidae_cluster1"	"c985f47e2cda6cf87c766156110fef0e"	"Animalia"	4116
"Pollenia"	"Arthropoda"	"Insecta"	"Diptera"	"Polleniidae"	"SDD4G5"	1	"Polleniidae_cluster1"	"c985f47e2cda6cf87c766156110fef0e"	"Animalia"	18
"Pollenia"	"Arthropoda"	"Insecta"	"Diptera"	"Polleniidae"	"SIRUBH"	1	"Polleniidae_cluster1"	"c985f47e2cda6cf87c766156110fef0e"	"Animalia"	75011
"Pollenia"	"Arthropoda"	"Insecta"	"Diptera"	"Polleniidae"	"SKA8NJ"	1	"Polleniidae_cluster1"	"c985f47e2cda6cf87c766156110fef0e"	"Animalia"	81
"Pollenia"	"Arthropoda"	"Insecta"	"Diptera"	"Polleniidae"	"SKYQAL"	1	"Polleniidae_cluster1"	"c985f47e2cda6cf87c766156110fef0e"	"Animalia"	2215
"Pollenia"	"Arthropoda"	"Insecta"	"Diptera"	"Polleniidae"	"SLWUQ2"	1	"Polleniidae_cluster1"	"c985f47e2cda6cf87c766156110fef0e"	"Animalia"	13604
"Pollenia"	"Arthropoda"	"Insecta"	"Diptera"	"Polleniidae"	"SQ1CGZ"	0	"Polleniidae_cluster1"	"c985f47e2cda6cf87c766156110fef0e"	"Animalia"	153
"Pollenia"	"Arthropoda"	"Insecta"	"Diptera"	"Polleniidae"	"SQQBCH"	1	"Polleniidae_cluster1"	"c985f47e2cda6cf87c766156110fef0e"	"Animalia"	14445
"Pollenia"	"Arthropoda"	"Insecta"	"Diptera"	"Polleniidae"	"SQVR9H"	1	"Polleniidae_cluster1"	"c985f47e2cda6cf87c766156110fef0e"	"Animalia"	72129
"Pollenia"	"Arthropoda"	"Insecta"	"Diptera"	"Polleniidae"	"ST2SCC"	1	"Polleniidae_cluster1"	"c985f47e2cda6cf87c766156110fef0e"	"Animalia"	772
"Pollenia"	"Arthropoda"	"Insecta"	"Diptera"	"Polleniidae"	"STHFJP"	1	"Polleniidae_cluster1"	"c985f47e2cda6cf87c766156110fef0e"	"Animalia"	151013
"Pollenia"	"Arthropoda"	"Insecta"	"Diptera"	"Polleniidae"	"SUTTXP"	0	"Polleniidae_cluster1"	"c985f47e2cda6cf87c766156110fef0e"	"Animalia"	4
"Pollenia"	"Arthropoda"	"Insecta"	"Diptera"	"Polleniidae"	"SUXEKB"	1	"Polleniidae_cluster1"	"c985f47e2cda6cf87c766156110fef0e"	"Animalia"	76323
"Pollenia"	"Arthropoda"	"Insecta"	"Diptera"	"Polleniidae"	"SWKRGL"	0	"Polleniidae_cluster1"	"c985f47e2cda6cf87c766156110fef0e"	"Animalia"	60
"Pollenia"	"Arthropoda"	"Insecta"	"Diptera"	"Polleniidae"	"SY34ZS"	1	"Polleniidae_cluster1"	"c985f47e2cda6cf87c766156110fef0e"	"Animalia"	157287
"Pollenia"	"Arthropoda"	"Insecta"	"Diptera"	"Polleniidae"	"SZNYJX"	1	"Polleniidae_cluster1"	"c985f47e2cda6cf87c766156110fef0e"	"Animalia"	6988
"Polydrusus"	"Arthropoda"	"Insecta"	"Coleoptera"	"Curculionidae"	"SBWPUY"	0	"Curculionidae_cluster15"	"8623b82a8719f5d23b7d0fdebde228e3"	"Animalia"	6271
"Polydrusus"	"Arthropoda"	"Insecta"	"Coleoptera"	"Curculionidae"	"SFKMCD"	1	"Curculionidae_cluster15"	"8623b82a8719f5d23b7d0fdebde228e3"	"Animalia"	2233
"Polydrusus"	"Arthropoda"	"Insecta"	"Coleoptera"	"Curculionidae"	"SHLY4A"	0	"Curculionidae_cluster15"	"8623b82a8719f5d23b7d0fdebde228e3"	"Animalia"	4437
"Polydrusus"	"Arthropoda"	"Insecta"	"Coleoptera"	"Curculionidae"	"SK91LD"	0	"Curculionidae_cluster15"	"8623b82a8719f5d23b7d0fdebde228e3"	"Animalia"	881
"Polydrusus"	"Arthropoda"	"Insecta"	"Coleoptera"	"Curculionidae"	"SKYQAL"	0	"Curculionidae_cluster15"	"8623b82a8719f5d23b7d0fdebde228e3"	"Animalia"	2249
"Polydrusus"	"Arthropoda"	"Insecta"	"Coleoptera"	"Curculionidae"	"SQ1CGZ"	1	"Curculionidae_cluster15"	"8623b82a8719f5d23b7d0fdebde228e3"	"Animalia"	163
"Polydrusus"	"Arthropoda"	"Insecta"	"Coleoptera"	"Curculionidae"	"SUNVYF"	0	"Curculionidae_cluster15"	"8623b82a8719f5d23b7d0fdebde228e3"	"Animalia"	374
"Polydrusus"	"Arthropoda"	"Insecta"	"Coleoptera"	"Curculionidae"	"SUXEKB"	0	"Curculionidae_cluster15"	"8623b82a8719f5d23b7d0fdebde228e3"	"Animalia"	36
"Polydrusus"	"Arthropoda"	"Insecta"	"Coleoptera"	"Curculionidae"	"SZCD49"	0	"Curculionidae_cluster15"	"8623b82a8719f5d23b7d0fdebde228e3"	"Animalia"	203
"Propylaea"	"Arthropoda"	"Insecta"	"Coleoptera"	"Coccinellidae"	"SFKMCD"	0	"Coccinellidae_cluster4"	"096620fa592a80615ba19b8f533688b0"	"Animalia"	119
"Propylaea"	"Arthropoda"	"Insecta"	"Coleoptera"	"Coccinellidae"	"SKA8NJ"	1	"Coccinellidae_cluster4"	"096620fa592a80615ba19b8f533688b0"	"Animalia"	5553
"Protocalliphora"	"Arthropoda"	"Insecta"	"Diptera"	"Calliphoridae"	"SCFYMN"	1	"Calliphoridae_cluster3"	"1ed6309a70b1f4ed45a000db04783491"	"Animalia"	12067
"Protocalliphora"	"Arthropoda"	"Insecta"	"Diptera"	"Calliphoridae"	"SLWUQ2"	1	"Calliphoridae_cluster3"	"1ed6309a70b1f4ed45a000db04783491"	"Animalia"	1109
"Protocalliphora"	"Arthropoda"	"Insecta"	"Diptera"	"Calliphoridae"	"SZCD49"	1	"Calliphoridae_cluster3"	"1ed6309a70b1f4ed45a000db04783491"	"Animalia"	396
"Rhagonycha"	"Arthropoda"	"Insecta"	"Coleoptera"	"Cantharidae"	"S6TGBG"	1	"Cantharidae_cluster1"	"a5e7c8c5ff6bdc7b320e330d67d269ea"	"Animalia"	4533
"Rhagonycha"	"Arthropoda"	"Insecta"	"Coleoptera"	"Cantharidae"	"SFKMCD"	0	"Cantharidae_cluster1"	"a5e7c8c5ff6bdc7b320e330d67d269ea"	"Animalia"	10721
"Rhagonycha"	"Arthropoda"	"Insecta"	"Coleoptera"	"Cantharidae"	"SKA8NJ"	1	"Cantharidae_cluster1"	"a5e7c8c5ff6bdc7b320e330d67d269ea"	"Animalia"	31423
"Rhagonycha"	"Arthropoda"	"Insecta"	"Coleoptera"	"Cantharidae"	"SQ1CGZ"	0	"Cantharidae_cluster1"	"a5e7c8c5ff6bdc7b320e330d67d269ea"	"Animalia"	28998
"Rhagonycha"	"Arthropoda"	"Insecta"	"Coleoptera"	"Cantharidae"	"ST2SCC"	1	"Cantharidae_cluster1"	"a5e7c8c5ff6bdc7b320e330d67d269ea"	"Animalia"	12259
"Rhagonycha"	"Arthropoda"	"Insecta"	"Coleoptera"	"Cantharidae"	"SUTTXP"	0	"Cantharidae_cluster1"	"a5e7c8c5ff6bdc7b320e330d67d269ea"	"Animalia"	14915
"Rhagonycha"	"Arthropoda"	"Insecta"	"Coleoptera"	"Cantharidae"	"SUXVVU"	0	"Cantharidae_cluster1"	"a5e7c8c5ff6bdc7b320e330d67d269ea"	"Animalia"	3385
"Rhagonycha"	"Arthropoda"	"Insecta"	"Coleoptera"	"Cantharidae"	"SZCD49"	0	"Cantharidae_cluster1"	"a5e7c8c5ff6bdc7b320e330d67d269ea"	"Animalia"	167
"Rhingia"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"S6TGBG"	1	"Syrphidae_cluster99"	"e0eeb9d6af852dfd2321f0669cc40948"	"Animalia"	1473
"Rhingia"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"SK91LD"	1	"Syrphidae_cluster99"	"e0eeb9d6af852dfd2321f0669cc40948"	"Animalia"	2209
"Rhogogaster"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Tenthredinidae"	"SUTTXP"	1	"Tenthredinidae_cluster12"	"2487ef71677abdf29141ad5aad9bf2f5"	"Animalia"	1360
"Sarcophaga"	"Arthropoda"	"Insecta"	"Diptera"	"Sarcophagidae"	"S6TGBG"	1	"Sarcophagidae_cluster1"	"2f1d3111d1d4bd76127a41017e0c7674"	"Animalia"	9319
"Sarcophaga"	"Arthropoda"	"Insecta"	"Diptera"	"Sarcophagidae"	"SCFYMN"	1	"Sarcophagidae_cluster1"	"2f1d3111d1d4bd76127a41017e0c7674"	"Animalia"	50833
"Sarcophaga"	"Arthropoda"	"Insecta"	"Diptera"	"Sarcophagidae"	"SDD4G5"	1	"Sarcophagidae_cluster1"	"2f1d3111d1d4bd76127a41017e0c7674"	"Animalia"	7657
"Sarcophaga"	"Arthropoda"	"Insecta"	"Diptera"	"Sarcophagidae"	"SFKMCD"	0	"Sarcophagidae_cluster1"	"2f1d3111d1d4bd76127a41017e0c7674"	"Animalia"	647
"Sarcophaga"	"Arthropoda"	"Insecta"	"Diptera"	"Sarcophagidae"	"SKA8NJ"	1	"Sarcophagidae_cluster1"	"2f1d3111d1d4bd76127a41017e0c7674"	"Animalia"	104294
"Sarcophaga"	"Arthropoda"	"Insecta"	"Diptera"	"Sarcophagidae"	"SKVHMG"	1	"Sarcophagidae_cluster1"	"2f1d3111d1d4bd76127a41017e0c7674"	"Animalia"	78321
"Sarcophaga"	"Arthropoda"	"Insecta"	"Diptera"	"Sarcophagidae"	"SM6D3B"	1	"Sarcophagidae_cluster1"	"2f1d3111d1d4bd76127a41017e0c7674"	"Animalia"	9418
"Sarcophaga"	"Arthropoda"	"Insecta"	"Diptera"	"Sarcophagidae"	"SQ1CGZ"	1	"Sarcophagidae_cluster1"	"2f1d3111d1d4bd76127a41017e0c7674"	"Animalia"	23466
"Sarcophaga"	"Arthropoda"	"Insecta"	"Diptera"	"Sarcophagidae"	"SQYDDG"	1	"Sarcophagidae_cluster1"	"2f1d3111d1d4bd76127a41017e0c7674"	"Animalia"	21419
"Sarcophaga"	"Arthropoda"	"Insecta"	"Diptera"	"Sarcophagidae"	"SUNVYF"	1	"Sarcophagidae_cluster1"	"2f1d3111d1d4bd76127a41017e0c7674"	"Animalia"	674
"Sarcophaga"	"Arthropoda"	"Insecta"	"Diptera"	"Sarcophagidae"	"SUTTXP"	1	"Sarcophagidae_cluster1"	"2f1d3111d1d4bd76127a41017e0c7674"	"Animalia"	187989
"Sarcophaga"	"Arthropoda"	"Insecta"	"Diptera"	"Sarcophagidae"	"SUXVVU"	1	"Sarcophagidae_cluster1"	"2f1d3111d1d4bd76127a41017e0c7674"	"Animalia"	235102
"Sphaerophoria"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"S6TGBG"	1	"Syrphidae_cluster1"	"37f122f5ea31063ff1857a8838107214"	"Animalia"	2504
"Sphaerophoria"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"SDD4G5"	1	"Syrphidae_cluster1"	"37f122f5ea31063ff1857a8838107214"	"Animalia"	1492
"Sphaerophoria"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"SFKMCD"	1	"Syrphidae_cluster1"	"37f122f5ea31063ff1857a8838107214"	"Animalia"	5191
"Sphaerophoria"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"SGZUHD"	0	"Syrphidae_cluster1"	"37f122f5ea31063ff1857a8838107214"	"Animalia"	2403
"Sphaerophoria"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"SHLY4A"	0	"Syrphidae_cluster1"	"37f122f5ea31063ff1857a8838107214"	"Animalia"	4
"Sphaerophoria"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"SKA8NJ"	1	"Syrphidae_cluster1"	"37f122f5ea31063ff1857a8838107214"	"Animalia"	39643
"Sphaerophoria"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"SQYDDG"	0	"Syrphidae_cluster1"	"37f122f5ea31063ff1857a8838107214"	"Animalia"	1720
"Sylvicola"	"Arthropoda"	"Insecta"	"Diptera"	"Anisopodidae"	"S5MEZA"	0	"Anisopodidae_cluster1"	"7341376c330a26584f01413f9256eb87"	"Animalia"	24708
"Sylvicola"	"Arthropoda"	"Insecta"	"Diptera"	"Anisopodidae"	"S8APX1"	0	"Anisopodidae_cluster1"	"7341376c330a26584f01413f9256eb87"	"Animalia"	43567
"Sylvicola"	"Arthropoda"	"Insecta"	"Diptera"	"Anisopodidae"	"SACBBR"	0	"Anisopodidae_cluster1"	"7341376c330a26584f01413f9256eb87"	"Animalia"	45152
"Sylvicola"	"Arthropoda"	"Insecta"	"Diptera"	"Anisopodidae"	"SBWPUY"	0	"Anisopodidae_cluster1"	"7341376c330a26584f01413f9256eb87"	"Animalia"	74321
"Sylvicola"	"Arthropoda"	"Insecta"	"Diptera"	"Anisopodidae"	"SCNXZK"	0	"Anisopodidae_cluster1"	"7341376c330a26584f01413f9256eb87"	"Animalia"	14543
"Sylvicola"	"Arthropoda"	"Insecta"	"Diptera"	"Anisopodidae"	"SFKMCD"	0	"Anisopodidae_cluster1"	"7341376c330a26584f01413f9256eb87"	"Animalia"	1076
"Sylvicola"	"Arthropoda"	"Insecta"	"Diptera"	"Anisopodidae"	"SG3CB2"	1	"Anisopodidae_cluster1"	"7341376c330a26584f01413f9256eb87"	"Animalia"	156536
"Sylvicola"	"Arthropoda"	"Insecta"	"Diptera"	"Anisopodidae"	"SIRUBH"	0	"Anisopodidae_cluster1"	"7341376c330a26584f01413f9256eb87"	"Animalia"	2547
"Sylvicola"	"Arthropoda"	"Insecta"	"Diptera"	"Anisopodidae"	"SIUQ3G"	1	"Anisopodidae_cluster1"	"7341376c330a26584f01413f9256eb87"	"Animalia"	225299
"Sylvicola"	"Arthropoda"	"Insecta"	"Diptera"	"Anisopodidae"	"SK91LD"	0	"Anisopodidae_cluster1"	"7341376c330a26584f01413f9256eb87"	"Animalia"	8243
"Sylvicola"	"Arthropoda"	"Insecta"	"Diptera"	"Anisopodidae"	"SKA8NJ"	0	"Anisopodidae_cluster1"	"7341376c330a26584f01413f9256eb87"	"Animalia"	3149
"Sylvicola"	"Arthropoda"	"Insecta"	"Diptera"	"Anisopodidae"	"SKYQAL"	0	"Anisopodidae_cluster1"	"7341376c330a26584f01413f9256eb87"	"Animalia"	39941
"Sylvicola"	"Arthropoda"	"Insecta"	"Diptera"	"Anisopodidae"	"SLWUQ2"	0	"Anisopodidae_cluster1"	"7341376c330a26584f01413f9256eb87"	"Animalia"	2107
"Sylvicola"	"Arthropoda"	"Insecta"	"Diptera"	"Anisopodidae"	"SQ1CGZ"	0	"Anisopodidae_cluster1"	"7341376c330a26584f01413f9256eb87"	"Animalia"	378
"Sylvicola"	"Arthropoda"	"Insecta"	"Diptera"	"Anisopodidae"	"SQQBCH"	0	"Anisopodidae_cluster1"	"7341376c330a26584f01413f9256eb87"	"Animalia"	919
"Sylvicola"	"Arthropoda"	"Insecta"	"Diptera"	"Anisopodidae"	"STHFJP"	0	"Anisopodidae_cluster1"	"7341376c330a26584f01413f9256eb87"	"Animalia"	10439
"Sylvicola"	"Arthropoda"	"Insecta"	"Diptera"	"Anisopodidae"	"SUNVYF"	1	"Anisopodidae_cluster1"	"7341376c330a26584f01413f9256eb87"	"Animalia"	50187
"Sylvicola"	"Arthropoda"	"Insecta"	"Diptera"	"Anisopodidae"	"SUXEKB"	0	"Anisopodidae_cluster1"	"7341376c330a26584f01413f9256eb87"	"Animalia"	91000
"Sylvicola"	"Arthropoda"	"Insecta"	"Diptera"	"Anisopodidae"	"SWKRGL"	0	"Anisopodidae_cluster1"	"7341376c330a26584f01413f9256eb87"	"Animalia"	58763
"Sylvicola"	"Arthropoda"	"Insecta"	"Diptera"	"Anisopodidae"	"SY34ZS"	0	"Anisopodidae_cluster1"	"7341376c330a26584f01413f9256eb87"	"Animalia"	55585
"Sylvicola"	"Arthropoda"	"Insecta"	"Diptera"	"Anisopodidae"	"SZNYJX"	0	"Anisopodidae_cluster1"	"7341376c330a26584f01413f9256eb87"	"Animalia"	12604
"Tetragnatha"	"Arthropoda"	"Arachnida"	"Araneae"	"Tetragnathidae"	"S6TGBG"	0	"Tetragnathidae_cluster1"	"caabb9300eb532dfb7e6a1af60b537f3"	"Animalia"	283
"Tetragnatha"	"Arthropoda"	"Arachnida"	"Araneae"	"Tetragnathidae"	"SKVHMG"	0	"Tetragnathidae_cluster1"	"caabb9300eb532dfb7e6a1af60b537f3"	"Animalia"	37833
"Tetragnatha"	"Arthropoda"	"Arachnida"	"Araneae"	"Tetragnathidae"	"SLWUQ2"	0	"Tetragnathidae_cluster1"	"caabb9300eb532dfb7e6a1af60b537f3"	"Animalia"	392
"Tetragnatha"	"Arthropoda"	"Arachnida"	"Araneae"	"Tetragnathidae"	"SSY7BM"	0	"Tetragnathidae_cluster1"	"caabb9300eb532dfb7e6a1af60b537f3"	"Animalia"	17932
"Tetragnatha"	"Arthropoda"	"Arachnida"	"Araneae"	"Tetragnathidae"	"STHFJP"	0	"Tetragnathidae_cluster1"	"caabb9300eb532dfb7e6a1af60b537f3"	"Animalia"	7944
