"Genus"	"Phylum"	"Class"	"Order"	"Family"	"variable"	"cluster"	"ASV"	"Kingdom"	"present"	"lys_reads"	"hom_reads"
"Nemoura"	"Arthropoda"	"Insecta"	"Plecoptera"	"Nemouridae"	"SZCD49"	"Nemouridae_cluster1"	"8323fe8ff3e756ce2786f028faf049e5"	"Animalia"	1	172726	36838
"Nemurella"	"Arthropoda"	"Insecta"	"Plecoptera"	"Nemouridae"	"SCECHR"	"Nemouridae_cluster2"	"3ce02c25d5531b34938deee76e4b95b5"	"Animalia"	1	4117	2374
"Nemurella"	"Arthropoda"	"Insecta"	"Plecoptera"	"Nemouridae"	"SZCD49"	"Nemouridae_cluster2"	"3ce02c25d5531b34938deee76e4b95b5"	"Animalia"	0	1990	627
"Neoitamus"	"Arthropoda"	"Insecta"	"Diptera"	"Asilidae"	"SFKMCD"	"Asilidae_cluster3"	"dfa746581f9274507a9e4e75e5e96521"	"Animalia"	1	191	4033
"Neoitamus"	"Arthropoda"	"Insecta"	"Diptera"	"Asilidae"	"SHLY4A"	"Asilidae_cluster3"	"dfa746581f9274507a9e4e75e5e96521"	"Animalia"	0	195	6868
"Neoitamus"	"Arthropoda"	"Insecta"	"Diptera"	"Asilidae"	"SSY7BM"	"Asilidae_cluster3"	"dfa746581f9274507a9e4e75e5e96521"	"Animalia"	1	6406	45338
"Neoitamus"	"Arthropoda"	"Insecta"	"Diptera"	"Asilidae"	"SUNVYF"	"Asilidae_cluster3"	"dfa746581f9274507a9e4e75e5e96521"	"Animalia"	1	1627	51267
"Nephrocerus"	"Arthropoda"	"Insecta"	"Diptera"	"Pipunculidae"	"SQ1CGZ"	"Pipunculidae_cluster2"	"933d851663a36d63c7fac7a724e66745"	"Animalia"	0	4633	472
"Nephrocerus"	"Arthropoda"	"Insecta"	"Diptera"	"Pipunculidae"	"SUNVYF"	"Pipunculidae_cluster2"	"933d851663a36d63c7fac7a724e66745"	"Animalia"	1	61	839
"Nephrotoma"	"Arthropoda"	"Insecta"	"Diptera"	"Tipulidae"	"SDD4G5"	"Tipulidae_cluster11"	"5ddf84346ad591678446e845170274ee"	"Animalia"	1	19543	18328
"Nephrotoma"	"Arthropoda"	"Insecta"	"Diptera"	"Tipulidae"	"SM6D3B"	"Tipulidae_cluster11"	"5ddf84346ad591678446e845170274ee"	"Animalia"	1	2829	1373
"Nephrotoma"	"Arthropoda"	"Insecta"	"Diptera"	"Tipulidae"	"SQYDDG"	"Tipulidae_cluster11"	"5ddf84346ad591678446e845170274ee"	"Animalia"	1	13454	3871
"Nephrotoma"	"Arthropoda"	"Insecta"	"Diptera"	"Tipulidae"	"SUXVVU"	"Tipulidae_cluster11"	"5ddf84346ad591678446e845170274ee"	"Animalia"	1	14731	19795
"Netelia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"SDD4G5"	"Ichneumonidae_cluster139"	"76211f5d9f1ef908924798ee4e45f628"	"Animalia"	1	459	5031
"Netelia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"SK91LD"	"Ichneumonidae_cluster139"	"76211f5d9f1ef908924798ee4e45f628"	"Animalia"	0	140	1367
"Netelia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"SQ1CGZ"	"Ichneumonidae_cluster139"	"76211f5d9f1ef908924798ee4e45f628"	"Animalia"	0	330	283
"Netelia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"SQYDDG"	"Ichneumonidae_cluster139"	"76211f5d9f1ef908924798ee4e45f628"	"Animalia"	1	515	14993
"Netelia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"ST2SCC"	"Ichneumonidae_cluster139"	"76211f5d9f1ef908924798ee4e45f628"	"Animalia"	1	928	1351
"Noctua"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Noctuidae"	"ST2SCC"	"Noctuidae_cluster24"	"450b8a6cba5d579a85fb747dd5f6bd58"	"Animalia"	1	6122	33015
"Notocelia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Tortricidae"	"SQYDDG"	"Tortricidae_cluster28"	"cc860c00e4e9c8a1ffec2c7ca0719498"	"Animalia"	1	13609	4745
"Notocelia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Tortricidae"	"SSY7BM"	"Tortricidae_cluster28"	"cc860c00e4e9c8a1ffec2c7ca0719498"	"Animalia"	0	4931	4631
"Oligia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Noctuidae"	"SDD4G5"	"Noctuidae_cluster3"	"90352a23823b0cefaf230c752162c465"	"Animalia"	1	13600	16601
"Oligia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Noctuidae"	"SFKMCD"	"Noctuidae_cluster3"	"90352a23823b0cefaf230c752162c465"	"Animalia"	0	2868	1202
"Oligia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Noctuidae"	"SQYDDG"	"Noctuidae_cluster3"	"90352a23823b0cefaf230c752162c465"	"Animalia"	1	7266	13069
"Ophion"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"SCNXZK"	"Ichneumonidae_cluster220"	"9d66075a58a89ae908a85f183dc90a61"	"Animalia"	1	267	12402
"Ophion"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"STHFJP"	"Ichneumonidae_cluster220"	"9d66075a58a89ae908a85f183dc90a61"	"Animalia"	1	590	5333
"Ophion"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"SUTTXP"	"Ichneumonidae_cluster220"	"9d66075a58a89ae908a85f183dc90a61"	"Animalia"	1	16	584
"Ophion"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"SZNYJX"	"Ichneumonidae_cluster220"	"9d66075a58a89ae908a85f183dc90a61"	"Animalia"	1	410	2349
"Orchesella"	"Arthropoda"	"Collembola"	"Entomobryomorpha"	"Orchesellidae"	"S8APX1"	"Orchesellidae_cluster1"	"0bdd35046dfc9a64ede82de8dbd86bf6"	"Animalia"	0	17898	18212
"Orchesella"	"Arthropoda"	"Collembola"	"Entomobryomorpha"	"Orchesellidae"	"SACBBR"	"Orchesellidae_cluster1"	"0bdd35046dfc9a64ede82de8dbd86bf6"	"Animalia"	0	9744	8494
"Orchesella"	"Arthropoda"	"Collembola"	"Entomobryomorpha"	"Orchesellidae"	"SCFYMN"	"Orchesellidae_cluster1"	"0bdd35046dfc9a64ede82de8dbd86bf6"	"Animalia"	0	4980	547
"Orchesella"	"Arthropoda"	"Collembola"	"Entomobryomorpha"	"Orchesellidae"	"SDD4G5"	"Orchesellidae_cluster1"	"0bdd35046dfc9a64ede82de8dbd86bf6"	"Animalia"	1	752	226
"Orchesella"	"Arthropoda"	"Collembola"	"Entomobryomorpha"	"Orchesellidae"	"SHLY4A"	"Orchesellidae_cluster1"	"0bdd35046dfc9a64ede82de8dbd86bf6"	"Animalia"	0	11	0
"Orchesella"	"Arthropoda"	"Collembola"	"Entomobryomorpha"	"Orchesellidae"	"SK91LD"	"Orchesellidae_cluster1"	"0bdd35046dfc9a64ede82de8dbd86bf6"	"Animalia"	0	129393	7283
"Orchesella"	"Arthropoda"	"Collembola"	"Entomobryomorpha"	"Orchesellidae"	"SLWUQ2"	"Orchesellidae_cluster1"	"0bdd35046dfc9a64ede82de8dbd86bf6"	"Animalia"	0	729	937
"Orchesella"	"Arthropoda"	"Collembola"	"Entomobryomorpha"	"Orchesellidae"	"SQYDDG"	"Orchesellidae_cluster1"	"0bdd35046dfc9a64ede82de8dbd86bf6"	"Animalia"	1	27091	7110
"Orchesella"	"Arthropoda"	"Collembola"	"Entomobryomorpha"	"Orchesellidae"	"SSJSP9"	"Orchesellidae_cluster1"	"0bdd35046dfc9a64ede82de8dbd86bf6"	"Animalia"	1	141102	12399
"Orchesella"	"Arthropoda"	"Collembola"	"Entomobryomorpha"	"Orchesellidae"	"SSY7BM"	"Orchesellidae_cluster1"	"0bdd35046dfc9a64ede82de8dbd86bf6"	"Animalia"	1	34146	4452
"Orchesella"	"Arthropoda"	"Collembola"	"Entomobryomorpha"	"Orchesellidae"	"SZNYJX"	"Orchesellidae_cluster1"	"0bdd35046dfc9a64ede82de8dbd86bf6"	"Animalia"	0	160	598
"Pararge"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Nymphalidae"	"SM6D3B"	"Nymphalidae_cluster2"	"42cb547e68571d92ad488b692a108b3a"	"Animalia"	0	466	4968
"Pararge"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Nymphalidae"	"SUTTXP"	"Nymphalidae_cluster2"	"42cb547e68571d92ad488b692a108b3a"	"Animalia"	1	1606	1975
"Paykullia"	"Arthropoda"	"Insecta"	"Diptera"	"Rhinophoridae"	"SDD4G5"	"Rhinophoridae_cluster5"	"1926315dfcf118ad2728e3d53403e055"	"Animalia"	1	307	2315
"Paykullia"	"Arthropoda"	"Insecta"	"Diptera"	"Rhinophoridae"	"SQYDDG"	"Rhinophoridae_cluster5"	"1926315dfcf118ad2728e3d53403e055"	"Animalia"	0	10	1603
"Paykullia"	"Arthropoda"	"Insecta"	"Diptera"	"Rhinophoridae"	"ST2SCC"	"Rhinophoridae_cluster5"	"1926315dfcf118ad2728e3d53403e055"	"Animalia"	1	2311	5434
"Philaenus"	"Arthropoda"	"Insecta"	"Hemiptera"	"Aphrophoridae"	"SCFYMN"	"Aphrophoridae_cluster1"	"1d51dc7258ee5af11dc556a08706dc35"	"Animalia"	1	0	0
"Philaenus"	"Arthropoda"	"Insecta"	"Hemiptera"	"Aphrophoridae"	"SHLY4A"	"Aphrophoridae_cluster1"	"1d51dc7258ee5af11dc556a08706dc35"	"Animalia"	1	911	881
"Philaenus"	"Arthropoda"	"Insecta"	"Hemiptera"	"Aphrophoridae"	"SK91LD"	"Aphrophoridae_cluster1"	"1d51dc7258ee5af11dc556a08706dc35"	"Animalia"	1	7884	3775
"Pieris"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Pieridae"	"SKA8NJ"	"Pieridae_cluster4"	"ab817258e895263198e65f1f90f8ae8e"	"Animalia"	1	163	1097
"Platycheirus"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"SFKMCD"	"Syrphidae_cluster119"	"a21d1d780c4b3d35e60ecfd6dca13cba"	"Animalia"	0	1774	438
"Platycheirus"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"SHLY4A"	"Syrphidae_cluster119"	"a21d1d780c4b3d35e60ecfd6dca13cba"	"Animalia"	0	59	302
"Platycheirus"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"SKA8NJ"	"Syrphidae_cluster119"	"a21d1d780c4b3d35e60ecfd6dca13cba"	"Animalia"	0	10660	2048
"Platycheirus"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"SM6D3B"	"Syrphidae_cluster119"	"a21d1d780c4b3d35e60ecfd6dca13cba"	"Animalia"	0	822	937
"Platycheirus"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"SQ1CGZ"	"Syrphidae_cluster119"	"a21d1d780c4b3d35e60ecfd6dca13cba"	"Animalia"	0	1467	159
"Platycheirus"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"SUTTXP"	"Syrphidae_cluster119"	"a21d1d780c4b3d35e60ecfd6dca13cba"	"Animalia"	1	1464	1704
"Platycheirus"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"SZCD49"	"Syrphidae_cluster119"	"a21d1d780c4b3d35e60ecfd6dca13cba"	"Animalia"	0	369	378
"Plectrocnemia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Polycentropodidae"	"SSJSP9"	"Polycentropodidae_cluster1"	"88aa2fa878284ed2d69ce55d730f79cb"	"Animalia"	1	2109	278
"Plectrocnemia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Polycentropodidae"	"SZCD49"	"Polycentropodidae_cluster1"	"88aa2fa878284ed2d69ce55d730f79cb"	"Animalia"	1	28	20
"Plutella"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Plutellidae"	"S6TGBG"	"Plutellidae_cluster1"	"087f44176622633b011d54a72c4c9a4f"	"Animalia"	0	10	0
"Plutella"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Plutellidae"	"SASQEH"	"Plutellidae_cluster1"	"087f44176622633b011d54a72c4c9a4f"	"Animalia"	0	70	79
"Plutella"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Plutellidae"	"SCFYMN"	"Plutellidae_cluster1"	"087f44176622633b011d54a72c4c9a4f"	"Animalia"	0	1313	238
"Plutella"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Plutellidae"	"SDD4G5"	"Plutellidae_cluster1"	"087f44176622633b011d54a72c4c9a4f"	"Animalia"	1	2663	2109
"Plutella"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Plutellidae"	"SFKMCD"	"Plutellidae_cluster1"	"087f44176622633b011d54a72c4c9a4f"	"Animalia"	0	896	104
"Plutella"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Plutellidae"	"SKA8NJ"	"Plutellidae_cluster1"	"087f44176622633b011d54a72c4c9a4f"	"Animalia"	0	5058	288
"Plutella"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Plutellidae"	"SKVHMG"	"Plutellidae_cluster1"	"087f44176622633b011d54a72c4c9a4f"	"Animalia"	1	12215	1132
"Plutella"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Plutellidae"	"SM6D3B"	"Plutellidae_cluster1"	"087f44176622633b011d54a72c4c9a4f"	"Animalia"	1	5838	723
"Plutella"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Plutellidae"	"SQ1CGZ"	"Plutellidae_cluster1"	"087f44176622633b011d54a72c4c9a4f"	"Animalia"	0	930	2794
"Plutella"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Plutellidae"	"SQYDDG"	"Plutellidae_cluster1"	"087f44176622633b011d54a72c4c9a4f"	"Animalia"	1	2568	2949
"Plutella"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Plutellidae"	"SSY7BM"	"Plutellidae_cluster1"	"087f44176622633b011d54a72c4c9a4f"	"Animalia"	0	1326	966
"Plutella"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Plutellidae"	"ST2SCC"	"Plutellidae_cluster1"	"087f44176622633b011d54a72c4c9a4f"	"Animalia"	0	2339	480
"Plutella"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Plutellidae"	"SUTTXP"	"Plutellidae_cluster1"	"087f44176622633b011d54a72c4c9a4f"	"Animalia"	1	4209	4689
"Plutella"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Plutellidae"	"SUXVVU"	"Plutellidae_cluster1"	"087f44176622633b011d54a72c4c9a4f"	"Animalia"	1	99039	53272
"Polietes"	"Arthropoda"	"Insecta"	"Diptera"	"Muscidae"	"SCFYMN"	"Muscidae_cluster28"	"283789fc5df13346b7471097d52ec08f"	"Animalia"	1	0	0
"Polietes"	"Arthropoda"	"Insecta"	"Diptera"	"Muscidae"	"SCNXZK"	"Muscidae_cluster28"	"283789fc5df13346b7471097d52ec08f"	"Animalia"	1	0	0
"Polietes"	"Arthropoda"	"Insecta"	"Diptera"	"Muscidae"	"SK91LD"	"Muscidae_cluster28"	"283789fc5df13346b7471097d52ec08f"	"Animalia"	0	2186	8607
"Polietes"	"Arthropoda"	"Insecta"	"Diptera"	"Muscidae"	"SM6D3B"	"Muscidae_cluster28"	"283789fc5df13346b7471097d52ec08f"	"Animalia"	0	70987	13650
"Polietes"	"Arthropoda"	"Insecta"	"Diptera"	"Muscidae"	"SQ1CGZ"	"Muscidae_cluster28"	"283789fc5df13346b7471097d52ec08f"	"Animalia"	0	159	194
"Polietes"	"Arthropoda"	"Insecta"	"Diptera"	"Muscidae"	"SSJSP9"	"Muscidae_cluster28"	"283789fc5df13346b7471097d52ec08f"	"Animalia"	0	854	7578
"Pollenia"	"Arthropoda"	"Insecta"	"Diptera"	"Polleniidae"	"S5MEZA"	"Polleniidae_cluster1"	"c985f47e2cda6cf87c766156110fef0e"	"Animalia"	1	21271	177191
"Pollenia"	"Arthropoda"	"Insecta"	"Diptera"	"Polleniidae"	"S6TGBG"	"Polleniidae_cluster1"	"c985f47e2cda6cf87c766156110fef0e"	"Animalia"	0	2	0
"Pollenia"	"Arthropoda"	"Insecta"	"Diptera"	"Polleniidae"	"S8APX1"	"Polleniidae_cluster1"	"c985f47e2cda6cf87c766156110fef0e"	"Animalia"	0	41724	438298
"Pollenia"	"Arthropoda"	"Insecta"	"Diptera"	"Polleniidae"	"SACBBR"	"Polleniidae_cluster1"	"c985f47e2cda6cf87c766156110fef0e"	"Animalia"	1	15812	36851
"Pollenia"	"Arthropoda"	"Insecta"	"Diptera"	"Polleniidae"	"SBWPUY"	"Polleniidae_cluster1"	"c985f47e2cda6cf87c766156110fef0e"	"Animalia"	1	16810	42449
"Pollenia"	"Arthropoda"	"Insecta"	"Diptera"	"Polleniidae"	"SC1YIM"	"Polleniidae_cluster1"	"c985f47e2cda6cf87c766156110fef0e"	"Animalia"	1	95550	166228
"Pollenia"	"Arthropoda"	"Insecta"	"Diptera"	"Polleniidae"	"SCFYMN"	"Polleniidae_cluster1"	"c985f47e2cda6cf87c766156110fef0e"	"Animalia"	1	14500	63620
"Pollenia"	"Arthropoda"	"Insecta"	"Diptera"	"Polleniidae"	"SCNXZK"	"Polleniidae_cluster1"	"c985f47e2cda6cf87c766156110fef0e"	"Animalia"	1	4116	20835
"Pollenia"	"Arthropoda"	"Insecta"	"Diptera"	"Polleniidae"	"SDD4G5"	"Polleniidae_cluster1"	"c985f47e2cda6cf87c766156110fef0e"	"Animalia"	1	18	1383
"Pollenia"	"Arthropoda"	"Insecta"	"Diptera"	"Polleniidae"	"SIRUBH"	"Polleniidae_cluster1"	"c985f47e2cda6cf87c766156110fef0e"	"Animalia"	1	75011	54822
"Pollenia"	"Arthropoda"	"Insecta"	"Diptera"	"Polleniidae"	"SKA8NJ"	"Polleniidae_cluster1"	"c985f47e2cda6cf87c766156110fef0e"	"Animalia"	1	81	891
"Pollenia"	"Arthropoda"	"Insecta"	"Diptera"	"Polleniidae"	"SKYQAL"	"Polleniidae_cluster1"	"c985f47e2cda6cf87c766156110fef0e"	"Animalia"	1	2215	54334
"Pollenia"	"Arthropoda"	"Insecta"	"Diptera"	"Polleniidae"	"SLWUQ2"	"Polleniidae_cluster1"	"c985f47e2cda6cf87c766156110fef0e"	"Animalia"	1	13604	114922
"Pollenia"	"Arthropoda"	"Insecta"	"Diptera"	"Polleniidae"	"SQ1CGZ"	"Polleniidae_cluster1"	"c985f47e2cda6cf87c766156110fef0e"	"Animalia"	0	153	451
"Pollenia"	"Arthropoda"	"Insecta"	"Diptera"	"Polleniidae"	"SQQBCH"	"Polleniidae_cluster1"	"c985f47e2cda6cf87c766156110fef0e"	"Animalia"	1	14445	328399
"Pollenia"	"Arthropoda"	"Insecta"	"Diptera"	"Polleniidae"	"SQVR9H"	"Polleniidae_cluster1"	"c985f47e2cda6cf87c766156110fef0e"	"Animalia"	1	72129	77633
"Pollenia"	"Arthropoda"	"Insecta"	"Diptera"	"Polleniidae"	"ST2SCC"	"Polleniidae_cluster1"	"c985f47e2cda6cf87c766156110fef0e"	"Animalia"	1	772	4576
"Pollenia"	"Arthropoda"	"Insecta"	"Diptera"	"Polleniidae"	"STHFJP"	"Polleniidae_cluster1"	"c985f47e2cda6cf87c766156110fef0e"	"Animalia"	1	151013	279784
"Pollenia"	"Arthropoda"	"Insecta"	"Diptera"	"Polleniidae"	"SUTTXP"	"Polleniidae_cluster1"	"c985f47e2cda6cf87c766156110fef0e"	"Animalia"	0	4	16
"Pollenia"	"Arthropoda"	"Insecta"	"Diptera"	"Polleniidae"	"SUXEKB"	"Polleniidae_cluster1"	"c985f47e2cda6cf87c766156110fef0e"	"Animalia"	1	76323	86534
"Pollenia"	"Arthropoda"	"Insecta"	"Diptera"	"Polleniidae"	"SWKRGL"	"Polleniidae_cluster1"	"c985f47e2cda6cf87c766156110fef0e"	"Animalia"	0	60	147268
"Pollenia"	"Arthropoda"	"Insecta"	"Diptera"	"Polleniidae"	"SY34ZS"	"Polleniidae_cluster1"	"c985f47e2cda6cf87c766156110fef0e"	"Animalia"	1	157287	137688
"Pollenia"	"Arthropoda"	"Insecta"	"Diptera"	"Polleniidae"	"SZNYJX"	"Polleniidae_cluster1"	"c985f47e2cda6cf87c766156110fef0e"	"Animalia"	1	6988	55122
"Polydrusus"	"Arthropoda"	"Insecta"	"Coleoptera"	"Curculionidae"	"S6TGBG"	"Curculionidae_cluster15"	"8623b82a8719f5d23b7d0fdebde228e3"	"Animalia"	0	0	118
"Polydrusus"	"Arthropoda"	"Insecta"	"Coleoptera"	"Curculionidae"	"SBWPUY"	"Curculionidae_cluster15"	"8623b82a8719f5d23b7d0fdebde228e3"	"Animalia"	0	6271	7712
"Polydrusus"	"Arthropoda"	"Insecta"	"Coleoptera"	"Curculionidae"	"SFKMCD"	"Curculionidae_cluster15"	"8623b82a8719f5d23b7d0fdebde228e3"	"Animalia"	1	2233	387
"Polydrusus"	"Arthropoda"	"Insecta"	"Coleoptera"	"Curculionidae"	"SHLY4A"	"Curculionidae_cluster15"	"8623b82a8719f5d23b7d0fdebde228e3"	"Animalia"	0	4437	3801
"Polydrusus"	"Arthropoda"	"Insecta"	"Coleoptera"	"Curculionidae"	"SK91LD"	"Curculionidae_cluster15"	"8623b82a8719f5d23b7d0fdebde228e3"	"Animalia"	0	881	2743
"Polydrusus"	"Arthropoda"	"Insecta"	"Coleoptera"	"Curculionidae"	"SKYQAL"	"Curculionidae_cluster15"	"8623b82a8719f5d23b7d0fdebde228e3"	"Animalia"	0	2249	2284
"Polydrusus"	"Arthropoda"	"Insecta"	"Coleoptera"	"Curculionidae"	"SQ1CGZ"	"Curculionidae_cluster15"	"8623b82a8719f5d23b7d0fdebde228e3"	"Animalia"	1	163	108
"Polydrusus"	"Arthropoda"	"Insecta"	"Coleoptera"	"Curculionidae"	"SUNVYF"	"Curculionidae_cluster15"	"8623b82a8719f5d23b7d0fdebde228e3"	"Animalia"	0	374	1532
"Polydrusus"	"Arthropoda"	"Insecta"	"Coleoptera"	"Curculionidae"	"SUXEKB"	"Curculionidae_cluster15"	"8623b82a8719f5d23b7d0fdebde228e3"	"Animalia"	0	36	3171
"Polydrusus"	"Arthropoda"	"Insecta"	"Coleoptera"	"Curculionidae"	"SZCD49"	"Curculionidae_cluster15"	"8623b82a8719f5d23b7d0fdebde228e3"	"Animalia"	0	203	1276
"Propylaea"	"Arthropoda"	"Insecta"	"Coleoptera"	"Coccinellidae"	"SFKMCD"	"Coccinellidae_cluster4"	"096620fa592a80615ba19b8f533688b0"	"Animalia"	0	119	76
"Propylaea"	"Arthropoda"	"Insecta"	"Coleoptera"	"Coccinellidae"	"SKA8NJ"	"Coccinellidae_cluster4"	"096620fa592a80615ba19b8f533688b0"	"Animalia"	1	5553	905
"Protocalliphora"	"Arthropoda"	"Insecta"	"Diptera"	"Calliphoridae"	"SCFYMN"	"Calliphoridae_cluster3"	"1ed6309a70b1f4ed45a000db04783491"	"Animalia"	1	12067	4252
"Protocalliphora"	"Arthropoda"	"Insecta"	"Diptera"	"Calliphoridae"	"SLWUQ2"	"Calliphoridae_cluster3"	"1ed6309a70b1f4ed45a000db04783491"	"Animalia"	1	1109	11396
"Protocalliphora"	"Arthropoda"	"Insecta"	"Diptera"	"Calliphoridae"	"SZCD49"	"Calliphoridae_cluster3"	"1ed6309a70b1f4ed45a000db04783491"	"Animalia"	1	396	9216
"Rhagonycha"	"Arthropoda"	"Insecta"	"Coleoptera"	"Cantharidae"	"S6TGBG"	"Cantharidae_cluster1"	"a5e7c8c5ff6bdc7b320e330d67d269ea"	"Animalia"	1	4533	3969
"Rhagonycha"	"Arthropoda"	"Insecta"	"Coleoptera"	"Cantharidae"	"SFKMCD"	"Cantharidae_cluster1"	"a5e7c8c5ff6bdc7b320e330d67d269ea"	"Animalia"	0	10721	1808
"Rhagonycha"	"Arthropoda"	"Insecta"	"Coleoptera"	"Cantharidae"	"SKA8NJ"	"Cantharidae_cluster1"	"a5e7c8c5ff6bdc7b320e330d67d269ea"	"Animalia"	1	31423	9287
"Rhagonycha"	"Arthropoda"	"Insecta"	"Coleoptera"	"Cantharidae"	"SQ1CGZ"	"Cantharidae_cluster1"	"a5e7c8c5ff6bdc7b320e330d67d269ea"	"Animalia"	0	28998	2545
"Rhagonycha"	"Arthropoda"	"Insecta"	"Coleoptera"	"Cantharidae"	"SSJSP9"	"Cantharidae_cluster1"	"a5e7c8c5ff6bdc7b320e330d67d269ea"	"Animalia"	0	0	137
"Rhagonycha"	"Arthropoda"	"Insecta"	"Coleoptera"	"Cantharidae"	"ST2SCC"	"Cantharidae_cluster1"	"a5e7c8c5ff6bdc7b320e330d67d269ea"	"Animalia"	1	12259	3189
"Rhagonycha"	"Arthropoda"	"Insecta"	"Coleoptera"	"Cantharidae"	"SUTTXP"	"Cantharidae_cluster1"	"a5e7c8c5ff6bdc7b320e330d67d269ea"	"Animalia"	0	14915	15947
"Rhagonycha"	"Arthropoda"	"Insecta"	"Coleoptera"	"Cantharidae"	"SUXVVU"	"Cantharidae_cluster1"	"a5e7c8c5ff6bdc7b320e330d67d269ea"	"Animalia"	0	3385	2742
"Rhagonycha"	"Arthropoda"	"Insecta"	"Coleoptera"	"Cantharidae"	"SZCD49"	"Cantharidae_cluster1"	"a5e7c8c5ff6bdc7b320e330d67d269ea"	"Animalia"	0	167	65
"Rhingia"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"S6TGBG"	"Syrphidae_cluster99"	"e0eeb9d6af852dfd2321f0669cc40948"	"Animalia"	1	1473	5196
"Rhingia"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"SK91LD"	"Syrphidae_cluster99"	"e0eeb9d6af852dfd2321f0669cc40948"	"Animalia"	1	2209	4169
"Rhogogaster"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Tenthredinidae"	"SUTTXP"	"Tenthredinidae_cluster12"	"2487ef71677abdf29141ad5aad9bf2f5"	"Animalia"	1	1360	8552
"Sarcophaga"	"Arthropoda"	"Insecta"	"Diptera"	"Sarcophagidae"	"S6TGBG"	"Sarcophagidae_cluster1"	"2f1d3111d1d4bd76127a41017e0c7674"	"Animalia"	1	9319	7133
"Sarcophaga"	"Arthropoda"	"Insecta"	"Diptera"	"Sarcophagidae"	"SCFYMN"	"Sarcophagidae_cluster1"	"2f1d3111d1d4bd76127a41017e0c7674"	"Animalia"	1	50833	40269
"Sarcophaga"	"Arthropoda"	"Insecta"	"Diptera"	"Sarcophagidae"	"SDD4G5"	"Sarcophagidae_cluster1"	"2f1d3111d1d4bd76127a41017e0c7674"	"Animalia"	1	7657	32517
"Sarcophaga"	"Arthropoda"	"Insecta"	"Diptera"	"Sarcophagidae"	"SFKMCD"	"Sarcophagidae_cluster1"	"2f1d3111d1d4bd76127a41017e0c7674"	"Animalia"	0	647	793
"Sarcophaga"	"Arthropoda"	"Insecta"	"Diptera"	"Sarcophagidae"	"SKA8NJ"	"Sarcophagidae_cluster1"	"2f1d3111d1d4bd76127a41017e0c7674"	"Animalia"	1	104294	42929
"Sarcophaga"	"Arthropoda"	"Insecta"	"Diptera"	"Sarcophagidae"	"SKVHMG"	"Sarcophagidae_cluster1"	"2f1d3111d1d4bd76127a41017e0c7674"	"Animalia"	1	78321	24780
